Episode,Title,Source,Month,Colors,Subjects
S10E01,Towering Peaks,https://www.youtube.com/embed/1s58rW0_LN4,September,"['Alizarin Crimson','Bright Red','Cadmium Yellow','Dark Sienna','Indian Yellow','Midnight Black','Phthalo Blue','Phthalo Green','Prussian Blue','Sap Green','Titanium White','Van Dyke Brown','Yellow Ochre']","['Bushes','Clouds','Conifer','Cumulus','Deciduous','Hills','Lake','Mountain','Snowy Mountain','Tree','Trees']"
S10E02,Cabin at Sunset,https://www.youtube.com/embed/a6Wil3OXNuI,September,"['Alizarin Crimson','Bright Red','Cadmium Yellow','Dark Sienna','Indian Yellow','Midnight Black','Phthalo Blue','Prussian Blue','Sap Green','Titanium White','Van Dyke Brown','Yellow Ochre']","['Cabin','Clouds','Conifer','Fence','Grass','Structure','Tree','Trees']"
S10E03,Twin Falls,https://www.youtube.com/embed/cMwkY8ojRik,September,"['Alizarin Crimson','Bright Red','Cadmium Yellow','Dark Sienna','Indian Yellow','Midnight Black','Phthalo Blue','Prussian Blue','Sap Green','Titanium White','Van Dyke Brown','Yellow Ochre']","['Clouds','Conifer','Deciduous','Grass','Hills','River','Rocks','Tree','Trees','Waterfall']"
S10E04,Secluded Bridge,https://www.youtube.com/embed/vrAMRxBB5KI,September,"['Alizarin Crimson','Bright Red','Cadmium Yellow','Dark Sienna','Indian Yellow','Midnight Black','Phthalo Blue','Prussian Blue','Sap Green','Titanium White','Van Dyke Brown','Yellow Ochre']","['Bridge','Deciduous','River','Rocks','Structure','Tree','Trees']"
S10E05,Ocean Breeze,https://www.youtube.com/embed/XZmdzfvXRuw,October,"['Alizarin Crimson','Black Gesso','Bright Red','Cadmium Yellow','Dark Sienna','Midnight Black','Phthalo Blue','Phthalo Green','Prussian Blue','Titanium White','Van Dyke Brown','Yellow Ochre']","['Clouds','Cumulus','Ocean','Rocks','Waves']"
S10E06,Autumn Woods,https://www.youtube.com/embed/vKyMU5Z8cDI,October,"['Alizarin Crimson','Bright Red','Cadmium Yellow','Dark Sienna','Indian Yellow','Midnight Black','Phthalo Blue','Prussian Blue','Sap Green','Titanium White','Van Dyke Brown','Yellow Ochre']","['Bushes','Clouds','Conifer','Cumulus','Deciduous','Lake','Mountain','Mountains','Snowy Mountain','Tree','Trees']"
S10E07,Winter Solitude,https://www.youtube.com/embed/ov4YaCQB9co,October,"['Alizarin Crimson','Bright Red','Dark Sienna','Midnight Black','Phthalo Blue','Titanium White','Van Dyke Brown']","['Bushes','Deciduous','Snow','Tree','Trees','Winter']"
S10E08,Golden Sunset,https://www.youtube.com/embed/CiNDyckERXQ,October,"['Alizarin Crimson','Black Gesso','Bright Red','Cadmium Yellow','Dark Sienna','Indian Yellow','Midnight Black','Phthalo Blue','Sap Green','Titanium White','Van Dyke Brown','Yellow Ochre']","['Deciduous','Lake','Snow','Sun','Tree','Trees']"
S10E09,Mountain Oval,https://www.youtube.com/embed/Qj6lMtnCt8o,October,"['Bright Red','Cadmium Yellow','Dark Sienna','Indian Yellow','Midnight Black','Phthalo Blue','Prussian Blue','Sap Green','Titanium White','Van Dyke Brown','Yellow Ochre']","['Bushes','Cirrus','Clouds','Conifer','Deciduous','Framed','Guest','Lake','Mountain','Mountains','Oval Frame','Snowy Mountain','Steve Ross','Tree','Trees']"
S10E10,Ocean Sunset,https://www.youtube.com/embed/OJ_xqtvZf3o,November,"['Alizarin Crimson','Bright Red','Cadmium Yellow','Dark Sienna','Indian Yellow','Liquid Clear','Midnight Black','Phthalo Blue','Prussian Blue','Titanium White','Van Dyke Brown','Yellow Ochre']","['Beach','Clouds','Ocean','Rocks','Waves']"
S10E11,Triple View,https://www.youtube.com/embed/zoTeyliLn5o,November,"['Alizarin Crimson','Bright Red','Cadmium Yellow','Dark Sienna','Indian Yellow','Midnight Black','Phthalo Blue','Prussian Blue','Sap Green','Titanium White','Van Dyke Brown','Yellow Ochre']","['Cabin','Conifer','Deciduous','Framed','Grass','Mountain','Mountains','Path','Snowy Mountain','Structure','Tree','Trees','Triple Frame']"
S10E12,Winter Frost,https://www.youtube.com/embed/8satX-hLkuI,November,"['Alizarin Crimson','Bright Red','Cadmium Yellow','Dark Sienna','Midnight Black','Phthalo Blue','Prussian Blue','Titanium White','Van Dyke Brown']","['Clouds','Conifer','Deciduous','Mountain','Mountains','Snow','Snowy Mountain','Sun','Tree','Trees','Winter']"
S10E13,Lakeside Cabin,https://www.youtube.com/embed/1l_TsfCIb_I,November,"['Alizarin Crimson','Bright Red','Cadmium Yellow','Dark Sienna','Indian Yellow','Midnight Black','Phthalo Blue','Prussian Blue','Sap Green','Titanium White','Van Dyke Brown','Yellow Ochre']","['Cabin','Clouds','Cumulus','Deciduous','Grass','Lake','Path','Rocks','Structure','Tree','Trees']"
S11E01,Mountain Stream,https://www.youtube.com/embed/xdFCj6BzQio,December,"['Alizarin Crimson','Bright Red','Cadmium Yellow','Dark Sienna','Indian Yellow','Midnight Black','Phthalo Blue','Prussian Blue','Sap Green','Titanium White','Van Dyke Brown','Yellow Ochre']","['Conifer','Grass','Mountain','River','Snowy Mountain','Tree','Trees']"
S11E02,Country Cabin,https://www.youtube.com/embed/Dkww2nHpuZw,January,"['Alizarin Crimson','Bright Red','Dark Sienna','Midnight Black','Prussian Blue','Titanium White','Van Dyke Brown']","['Bushes','Cabin','Clouds','Conifer','Deciduous','Snow','Structure','Tree','Trees','Winter']"
S11E03,Daisy Delight,https://www.youtube.com/embed/HuHC1RqtvDA,January,"['Alizarin Crimson','Cadmium Yellow','Dark Sienna','Liquid Clear','Midnight Black','Phthalo Blue','Sap Green','Titanium White','Van Dyke Brown','Yellow Ochre']","['Conifer','Fence','Flowers','Tree','Trees']"
S11E04,Hidden Stream,https://www.youtube.com/embed/JGzTg8fCj4w,January,"['Alizarin Crimson','Bright Red','Cadmium Yellow','Dark Sienna','Indian Yellow','Midnight Black','Phthalo Blue','Prussian Blue','Sap Green','Titanium White','Van Dyke Brown','Yellow Ochre']","['Bushes','Clouds','Deciduous','River','Tree','Trees','Waterfall']"
S11E05,Towering Glacier,https://www.youtube.com/embed/67vdGbA3Xkg,January,"['Alizarin Crimson','Black Gesso','Bright Red','Cadmium Yellow','Dark Sienna','Indian Yellow','Midnight Black','Prussian Blue','Sap Green','Titanium White','Van Dyke Brown','Yellow Ochre']","['Clouds','Conifer','Cumulus','Grass','Mountain','River','Rocks','Snowy Mountain','Tree','Trees','Waterfall']"
S11E06,Oval Barn,https://www.youtube.com/embed/HqBhCibidNM,February,"['Bright Red','Dark Sienna','Midnight Black','Prussian Blue','Titanium White','Van Dyke Brown']","['Barn','Bushes','Clouds','Cumulus','Deciduous','Framed','Oval Frame','Snow','Structure','Tree','Trees','Winter']"
S11E07,Lakeside Path,https://www.youtube.com/embed/1yjGoJokbZg,February,"['Alizarin Crimson','Bright Red','Cadmium Yellow','Dark Sienna','Indian Yellow','Midnight Black','Phthalo Blue','Prussian Blue','Sap Green','Titanium White','Van Dyke Brown','Yellow Ochre']","['Bushes','Clouds','Conifer','Cumulus','Deciduous','Grass','Lake','Path','Rocks','Tree','Trees']"
S11E08,Sunset Oval,https://www.youtube.com/embed/9xG6IzcGotI,February,"['Alizarin Crimson','Bright Red','Cadmium Yellow','Dark Sienna','Indian Yellow','Midnight Black','Phthalo Blue','Sap Green','Titanium White','Van Dyke Brown','Yellow Ochre']","['Bushes','Clouds','Conifer','Cumulus','Deciduous','Framed','Lake','Mountain','Oval Frame','Snowy Mountain','Tree','Trees']"
S11E09,Winter Barn,https://www.youtube.com/embed/_xkn0ceDreo,February,"['Alizarin Crimson','Dark Sienna','Midnight Black','Phthalo Blue','Titanium White','Van Dyke Brown']","['Barn','Cirrus','Clouds','Deciduous','Snow','Structure','Tree','Trees','Winter']"
S11E10,Sunset over the Waves,https://www.youtube.com/embed/c4b_B2F1eZg,March,"['Alizarin Crimson','Black Gesso','Bright Red','Cadmium Yellow','Dark Sienna','Indian Yellow','Midnight Black','Phthalo Blue','Titanium White','Van Dyke Brown']","['Beach','Clouds','Ocean','Rocks','Sun','Waves']"
S11E11,Golden Glow,https://www.youtube.com/embed/aA8RhtaWACA,March,"['Cadmium Yellow','Dark Sienna','Indian Yellow','Liquid Clear','Prussian Blue','Titanium White','Van Dyke Brown','Yellow Ochre']","['Clouds','Conifer','Lake','Snow','Tree','Trees','Waterfall']"
S11E12,Roadside Barn,https://www.youtube.com/embed/vJpKhiXvXdA,March,"['Alizarin Crimson','Bright Red','Cadmium Yellow','Dark Sienna','Indian Yellow','Midnight Black','Prussian Blue','Sap Green','Titanium White','Van Dyke Brown','Yellow Ochre']","['Barn','Clouds','Cumulus','Deciduous','Fence','Lake','Path','Structure','Tree','Trees']"
S11E13,Happy Accident,https://www.youtube.com/embed/Fw6odlNp7_8,March,"['Alizarin Crimson','Bright Red','Cadmium Yellow','Dark Sienna','Indian Yellow','Midnight Black','Prussian Blue','Sap Green','Titanium White','Van Dyke Brown','Yellow Ochre']","['Bushes','Deciduous','Grass','River','Rocks','Tree','Trees']"
S12E01,Golden Knoll,https://www.youtube.com/embed/-O0Bs65eN5w,April,"['Cadmium Yellow','Dark Sienna','Indian Yellow','Midnight Black','Titanium White','Van Dyke Brown','Yellow Ochre']","['Cabin','Deciduous','Fog','Grass','Structure','Sun','Tree']"
S12E02,Mountain Reflections,https://www.youtube.com/embed/rzYpa4XGSnA,May,"['Alizarin Crimson','Bright Red','Cadmium Yellow','Dark Sienna','Indian Yellow','Midnight Black','Phthalo Blue','Prussian Blue','Sap Green','Titanium White','Van Dyke Brown','Yellow Ochre']","['Bushes','Clouds','Conifer','Cumulus','Mountain','Mountains','River','Rocks','Snowy Mountain','Tree','Trees']"
S12E03,Secluded Mountain,https://www.youtube.com/embed/3PZabdohLso,May,"['Alizarin Crimson','Bright Red','Cadmium Yellow','Dark Sienna','Indian Yellow','Midnight Black','Phthalo Blue','Phthalo Green','Prussian Blue','Sap Green','Titanium White','Van Dyke Brown','Yellow Ochre']","['Clouds','Conifer','Cumulus','Deciduous','Grass','Lake','Mountain','Rocks','Tree','Trees']"
S12E04,Bright Autumn Trees,https://www.youtube.com/embed/aR-C3h5zURM,May,"['Alizarin Crimson','Bright Red','Cadmium Yellow','Dark Sienna','Indian Yellow','Liquid Black','Midnight Black','Phthalo Green','Prussian Blue','Sap Green','Titanium White','Van Dyke Brown','Yellow Ochre']","['Bushes','Deciduous','Path','River','Tree','Trees']"
S12E05,Black Seascape,https://www.youtube.com/embed/P_aCan4cBwc,May,"['Black Gesso','Bright Red','Cadmium Yellow','Dark Sienna','Midnight Black','Phthalo Blue','Phthalo Green','Titanium White','Van Dyke Brown']","['Beach','Clouds','Cumulus','Night','Ocean','Rocks','Waves']"
S12E06,Steep Mountains,https://www.youtube.com/embed/fRK8_ioYWw4,June,"['Alizarin Crimson','Bright Red','Cadmium Yellow','Dark Sienna','Indian Yellow','Midnight Black','Phthalo Blue','Prussian Blue','Sap Green','Titanium White','Van Dyke Brown','Yellow Ochre']","['Bushes','Cabin','Cirrus','Clouds','Conifer','Deciduous','Grass','Lake','Mountain','Mountains','Structure','Tree','Trees']"
S12E07,Quiet Mountains River,https://www.youtube.com/embed/Leiw-FtADZc,June,"['Alizarin Crimson','Bright Red','Cadmium Yellow','Dark Sienna','Indian Yellow','Midnight Black','Phthalo Blue','Prussian Blue','Sap Green','Titanium White','Van Dyke Brown','Yellow Ochre']","['Bushes','Clouds','Conifer','Cumulus','Deciduous','Grass','Mountain','River','Snowy Mountain','Tree','Trees']"
S12E08,Evening Waterfall,https://www.youtube.com/embed/PutvF_P4588,June,"['Black Gesso','Bright Red','Cadmium Yellow','Dark Sienna','Indian Yellow','Midnight Black','Phthalo Blue','Sap Green','Titanium White','Van Dyke Brown','Yellow Ochre']","['Conifer','Grass','River','Tree','Trees','Waterfall']"
S12E09,Tropical Seascape,https://www.youtube.com/embed/RrBsbqO9aqI,June,"['Alizarin Crimson','Bright Red','Cadmium Yellow','Dark Sienna','Indian Yellow','Liquid Clear','Midnight Black','Phthalo Blue','Prussian Blue','Titanium White','Van Dyke Brown','Yellow Ochre']","['Beach','Cirrus','Clouds','Ocean','Palm Trees','Waves']"
S12E10,Mountain at Sunset,https://www.youtube.com/embed/HCsCatvigtw,July,"['Alizarin Crimson','Bright Red','Cadmium Yellow','Dark Sienna','Indian Yellow','Liquid Clear','Midnight Black','Phthalo Blue','Prussian Blue','Sap Green','Titanium White','Van Dyke Brown','Yellow Ochre']","['Bushes','Clouds','Conifer','Deciduous','Grass','Mountain','River','Snowy Mountain','Tree','Trees']"
S12E11,Soft Mountain Glow,https://www.youtube.com/embed/gOGJYHWjXgE,July,"['Alizarin Crimson','Bright Red','Cadmium Yellow','Dark Sienna','Indian Yellow','Midnight Black','Phthalo Blue','Prussian Blue','Sap Green','Titanium White','Van Dyke Brown','Yellow Ochre']","['Bushes','Conifer','Grass','Mountain','River','Snowy Mountain','Tree','Trees']"
S12E12,Mountain in an Oval,https://www.youtube.com/embed/1jRPshs27H8,July,"['Alizarin Crimson','Bright Red','Cadmium Yellow','Dark Sienna','Indian Yellow','Midnight Black','Phthalo Blue','Sap Green','Titanium White','Van Dyke Brown','Yellow Ochre']","['Bushes','Clouds','Conifer','Cumulus','Deciduous','Framed','Grass','Mountain','Mountains','Oval Frame','River','Sun','Tree','Trees']"
S12E13,Winter Mountain,https://www.youtube.com/embed/46vI20697HI,July,"['Alizarin Crimson','Bright Red','Midnight Black','Phthalo Blue','Prussian Blue','Titanium White','Van Dyke Brown']","['Conifer','Mountain','Mountains','River','Snow','Snowy Mountain','Tree','Trees','Winter']"
S13E01,Rolling Hills,https://www.youtube.com/embed/H4GyGrT7lEQ,September,"['Alizarin Crimson','Bright Red','Cadmium Yellow','Dark Sienna','Indian Yellow','Midnight Black','Phthalo Blue','Prussian Blue','Sap Green','Titanium White','Van Dyke Brown','Yellow Ochre']","['Bushes','Deciduous','Grass','Hills','Lake','Tree','Trees']"
S13E02,Frozen Solitude,https://www.youtube.com/embed/kNZssD9zWlw,September,"['Dark Sienna','Midnight Black','Prussian Blue','Titanium White','Van Dyke Brown']","['Bushes','Cabin','Clouds','Conifer','Lake','Mountain','Mountains','Snow','Snowy Mountain','Structure','Tree','Trees','Winter']"
S13E03,Meadow Brook,https://www.youtube.com/embed/06W8GsWj2Yg,September,"['Alizarin Crimson','Bright Red','Cadmium Yellow','Dark Sienna','Indian Yellow','Midnight Black','Phthalo Blue','Phthalo Green','Prussian Blue','Sap Green','Titanium White','Van Dyke Brown','Yellow Ochre']","['Cirrus','Clouds','Deciduous','Framed','Grass','Mountain','Oval Frame','River','Tree','Trees']"
S13E04,Evening at Sunset,https://www.youtube.com/embed/7ZUQTXuDPaI,September,"['Alizarin Crimson','Black Gesso','Bright Red','Cadmium Yellow','Dark Sienna','Indian Yellow','Midnight Black','Phthalo Blue','Sap Green','Titanium White','Van Dyke Brown','Yellow Ochre']","['Bushes','Cabin','Cirrus','Clouds','Conifer','Deciduous','River','Rocks','Structure','Tree','Trees']"
S13E05,Mountain View,https://www.youtube.com/embed/dJfnAyDLwPY,September,"['Alizarin Crimson','Bright Red','Cadmium Yellow','Dark Sienna','Indian Yellow','Midnight Black','Phthalo Blue','Sap Green','Titanium White','Van Dyke Brown','Yellow Ochre']","['Clouds','Deciduous','Grass','Mountain','Mountains','River','Rocks','Tree','Trees']"
S13E06,Hidden Creek,https://www.youtube.com/embed/KmoRz01bm0Y,October,"['Black Gesso','Cadmium Yellow','Dark Sienna','Indian Yellow','Midnight Black','Phthalo Blue','Sap Green','Titanium White','Van Dyke Brown','Yellow Ochre']","['Deciduous','Grass','River','Tree','Trees']"
S13E07,Peaceful Haven,https://www.youtube.com/embed/j20pZ96E_CE,October,"['Alizarin Crimson','Bright Red','Cadmium Yellow','Dark Sienna','Indian Yellow','Midnight Black','Phthalo Blue','Phthalo Green','Prussian Blue','Sap Green','Titanium White','Van Dyke Brown','Yellow Ochre']","['Clouds','Conifer','Cumulus','Path','River','Tree','Trees']"
S13E08,Mountain Exhibition,https://www.youtube.com/embed/bgI3_1quJ18,October,"['Alizarin Crimson','Cadmium Yellow','Dark Sienna','Indian Yellow','Midnight Black','Phthalo Blue','Sap Green','Titanium White','Van Dyke Brown','Yellow Ochre']","['Clouds','Conifer','Cumulus','Grass','Mountain','Mountains','River','Snowy Mountain','Tree','Trees']"
S13E09,Emerald Waters,https://www.youtube.com/embed/lLunPQBzW6g,October,"['Black Gesso','Cadmium Yellow','Dark Sienna','Midnight Black','Prussian Blue','Sap Green','Titanium White','Van Dyke Brown','Yellow Ochre']","['Bushes','Deciduous','Lake','Tree','Trees']"
S13E10,Mountain Summit,https://www.youtube.com/embed/kasGRkfkiPM,November,"['Alizarin Crimson','Bright Red','Cadmium Yellow','Dark Sienna','Indian Yellow','Midnight Black','Phthalo Blue','Prussian Blue','Sap Green','Titanium White','Van Dyke Brown','Yellow Ochre']","['Bushes','Clouds','Conifer','Cumulus','Deciduous','Mountain','River','Snowy Mountain','Tree','Trees']"
S13E11,Cabin Hideaway,https://www.youtube.com/embed/NjTlW2NL1Lo,November,"['Alizarin Crimson','Bright Red','Cadmium Yellow','Dark Sienna','Midnight Black','Phthalo Blue','Prussian Blue','Titanium White','Van Dyke Brown','Yellow Ochre']","['Cabin','Conifer','Deciduous','Lake','Mountain','Mountains','Snow','Structure','Tree','Trees','Winter']"
S13E12,Oval Essence,https://www.youtube.com/embed/q7WXF_BSEXw,November,"['Alizarin Crimson','Cadmium Yellow','Dark Sienna','Midnight Black','Phthalo Blue','Phthalo Green','Titanium White','Van Dyke Brown']","['Clouds','Conifer','Framed','Night','Ocean','Oval Frame','Rocks','Tree','Trees','Waves']"
S13E13,Lost Lake,https://www.youtube.com/embed/9-ATP8xyDM0,November,"['Alizarin Crimson','Bright Red','Cadmium Yellow','Dark Sienna','Indian Yellow','Midnight Black','Phthalo Blue','Prussian Blue','Sap Green','Titanium White','Van Dyke Brown','Yellow Ochre']","['Conifer','Grass','Lake','Mountain','Mountains','Path','Snowy Mountain','Tree','Trees']"
S14E01,Distant Mountains,https://www.youtube.com/embed/GpA9UM7QGag,December,"['Alizarin Crimson','Bright Red','Cadmium Yellow','Dark Sienna','Indian Yellow','Midnight Black','Phthalo Blue','Phthalo Green','Prussian Blue','Sap Green','Titanium White','Van Dyke Brown','Yellow Ochre']","['Bushes','Clouds','Conifer','Cumulus','Lake','Mountain','Mountains','Path','Snowy Mountain','Tree','Trees']"
S14E02,Meadow Brook Surprise,https://www.youtube.com/embed/Ov5oIHTAa10,January,"['Alizarin Crimson','Bright Red','Cadmium Yellow','Dark Sienna','Indian Yellow','Midnight Black','Phthalo Blue','Prussian Blue','Sap Green','Titanium White','Van Dyke Brown','Yellow Ochre']","['Conifer','Grass','River','Tree','Trees']"
S14E03,Mountain Moonlight Oval,https://www.youtube.com/embed/CigXQtT6BPM,January,"['Alizarin Crimson','Black Gesso','Cadmium Yellow','Dark Sienna','Indian Yellow','Midnight Black','Phthalo Blue','Prussian Blue','Sap Green','Titanium White','Van Dyke Brown','Yellow Ochre']","['Conifer','Deciduous','Framed','Grass','Mountain','Mountains','Night','Oval Frame','Tree','Trees']"
S14E04,Snowy Solitude,https://www.youtube.com/embed/1ZriQGhSFTM,January,"['Alizarin Crimson','Dark Sienna','Midnight Black','Phthalo Blue','Titanium White','Van Dyke Brown','Yellow Ochre']","['Cirrus','Clouds','Deciduous','Fence','Snow','Tree','Trees','Winter']"
S14E05,Mountain River,https://www.youtube.com/embed/CnMLKAGi0yM,January,"['Alizarin Crimson','Bright Red','Cadmium Yellow','Dark Sienna','Indian Yellow','Midnight Black','Phthalo Blue','Phthalo Green','Prussian Blue','Sap Green','Titanium White','Van Dyke Brown','Yellow Ochre']","['Bushes','Clouds','Conifer','Cumulus','Fog','Framed','Mountain','Mountains','River','Rocks','Tomb Frame','Tree','Trees']"
S14E06,Graceful Mountains,https://www.youtube.com/embed/0uVe8T-vVVg,February,"['Alizarin Crimson','Bright Red','Cadmium Yellow','Dark Sienna','Indian Yellow','Midnight Black','Phthalo Blue','Prussian Blue','Sap Green','Titanium White','Van Dyke Brown','Yellow Ochre']","['Cirrus','Clouds','Conifer','Deciduous','Mountain','Mountains','River','Snowy Mountain','Tree','Trees']"
S14E07,Windy Waves,https://www.youtube.com/embed/y6GVVjG4HMg,February,"['Alizarin Crimson','Bright Red','Cadmium Yellow','Dark Sienna','Indian Yellow','Liquid Black','Midnight Black','Phthalo Blue','Phthalo Green','Prussian Blue','Sap Green','Titanium White','Van Dyke Brown','Yellow Ochre']","['Beach','Clouds','Cumulus','Grass','Ocean','Palm Trees','Waves']"
S14E08,On a Clear Day,https://www.youtube.com/embed/e63Cgln6Yag,February,"['Alizarin Crimson','Bright Red','Cadmium Yellow','Dark Sienna','Indian Yellow','Midnight Black','Phthalo Blue','Prussian Blue','Titanium White','Van Dyke Brown','Yellow Ochre']","['Conifer','Mountain','River','Snow','Snowy Mountain','Sun','Tree','Trees','Winter']"
S14E09,Riverside Escape Oval,https://www.youtube.com/embed/d83REwSGfGo,February,"['Alizarin Crimson','Bright Red','Cadmium Yellow','Dark Sienna','Indian Yellow','Midnight Black','Phthalo Blue','Phthalo Green','Prussian Blue','Sap Green','Titanium White','Van Dyke Brown','Yellow Ochre']","['Clouds','Cumulus','Deciduous','Framed','Oval Frame','Path','River','Tree','Trees']"
S14E10,Surprising Falls,https://www.youtube.com/embed/QbclL1ca7_s,March,"['Alizarin Crimson','Bright Red','Cadmium Yellow','Dark Sienna','Indian Yellow','Midnight Black','Phthalo Blue','Phthalo Green','Prussian Blue','Sap Green','Titanium White','Van Dyke Brown','Yellow Ochre']","['Cirrus','Clouds','Deciduous','Guest','Lake','Mountain','Mountains','Snowy Mountain','Steve Ross','Tree','Waterfall']"
S14E11,Shadow Pond,https://www.youtube.com/embed/BQWJ3kqonpA,March,"['Alizarin Crimson','Black Gesso','Bright Red','Cadmium Yellow','Dark Sienna','Indian Yellow','Midnight Black','Phthalo Blue','Prussian Blue','Sap Green','Titanium White','Van Dyke Brown','Yellow Ochre']","['Deciduous','Grass','Lake','Tree','Trees']"
S14E12,Misty Forest Oval,https://www.youtube.com/embed/ddU9vQvSpw8,March,"['Alizarin Crimson','Black Gesso','Bright Red','Cadmium Yellow','Dark Sienna','Indian Yellow','Midnight Black','Phthalo Blue','Sap Green','Titanium White','Van Dyke Brown','Yellow Ochre']","['Clouds','Deciduous','Fog','Framed','Grass','Oval Frame','Tree','Trees']"
S14E13,Natural Wonder,https://www.youtube.com/embed/knOutsaiKfU,March,"['Alizarin Crimson','Cadmium Yellow','Dark Sienna','Indian Yellow','Midnight Black','Phthalo Blue','Prussian Blue','Sap Green','Titanium White','Van Dyke Brown','Yellow Ochre']","['Clouds','Conifer','Cumulus','Deciduous','Grass','Lake','Mountain','Snowy Mountain','Tree','Trees']"
S15E01,Splendor of Winter,https://www.youtube.com/embed/oJvk7gPDHiE,April,"['Alizarin Crimson','Bright Red','Cadmium Yellow','Dark Sienna','Midnight Black','Phthalo Blue','Prussian Blue','Titanium White','Van Dyke Brown','Yellow Ochre']","['Bushes','Cirrus','Clouds','Conifer','Deciduous','Snow','Sun','Tree','Trees','Winter']"
S15E02,Colors of Nature,https://www.youtube.com/embed/Me9Ietooq4w,May,"['Alizarin Crimson','Bright Red','Cadmium Yellow','Dark Sienna','Indian Yellow','Midnight Black','Phthalo Blue','Prussian Blue','Sap Green','Titanium White','Van Dyke Brown','Yellow Ochre']","['Clouds','Cumulus','Deciduous','Grass','River','Tree','Trees']"
S15E03,Grandpa's Barn,https://www.youtube.com/embed/IPPU49PyfEA,May,"['Alizarin Crimson','Bright Red','Cadmium Yellow','Dark Sienna','Indian Yellow','Midnight Black','Prussian Blue','Sap Green','Titanium White','Van Dyke Brown','Yellow Ochre']","['Barn','Deciduous','Fence','Grass','Path','Structure','Tree','Trees']"
S15E04,Peaceful Reflections,https://www.youtube.com/embed/gYuH4Ilqdhs,May,"['Alizarin Crimson','Bright Red','Cadmium Yellow','Dark Sienna','Indian Yellow','Midnight Black','Phthalo Blue','Phthalo Green','Prussian Blue','Sap Green','Titanium White','Van Dyke Brown','Yellow Ochre']",[]
S15E05,Hidden Winter Moon Oval,https://www.youtube.com/embed/yxAMOdl6RJE,May,"['Alizarin Crimson','Black Gesso','Dark Sienna','Midnight Black','Phthalo Blue','Prussian Blue','Titanium White','Van Dyke Brown']","['Cabin','Cirrus','Clouds','Conifer','Framed','Lake','Mountain','Mountains','Oval Frame','Snowy Mountain','Structure','Tree','Trees','Winter']"
S15E06,Waves of Wonder,https://www.youtube.com/embed/tayQX_ng-Nc,June,"['Alizarin Crimson','Bright Red','Cadmium Yellow','Dark Sienna','Liquid Clear','Midnight Black','Phthalo Blue','Phthalo Green','Prussian Blue','Titanium White','Van Dyke Brown','Yellow Ochre']","['Beach','Clouds','Cumulus','Ocean','Rocks','Waves']"
S15E07,Cabin by the Pond,https://www.youtube.com/embed/TyOO6WeP2AY,June,"['Alizarin Crimson','Bright Red','Cadmium Yellow','Dark Sienna','Indian Yellow','Midnight Black','Phthalo Blue','Prussian Blue','Sap Green','Titanium White','Van Dyke Brown','Yellow Ochre']","['Cabin','Clouds','Conifer','Deciduous','Grass','Lake','Structure','Tree','Trees']"
S15E08,Fall Stream,https://www.youtube.com/embed/ZY0ofhdV_L0,June,"['Alizarin Crimson','Bright Red','Cadmium Yellow','Dark Sienna','Indian Yellow','Midnight Black','Phthalo Blue','Prussian Blue','Sap Green','Titanium White','Van Dyke Brown','Yellow Ochre']","['Clouds','Cumulus','Deciduous','Grass','Mountain','Mountains','River','Rocks','Tree','Trees']"
S15E09,Christmas Eve Snow,https://www.youtube.com/embed/cVqFG2pxK2A,June,"['Alizarin Crimson','Black Gesso','Cadmium Yellow','Dark Sienna','Midnight Black','Phthalo Blue','Prussian Blue','Titanium White','Van Dyke Brown']","['Cabin','Clouds','Conifer','Cumulus','Mountain','Mountains','Snow','Snowy Mountain','Structure','Tree','Trees','Winter']"
S15E10,Forest Down Oval,https://www.youtube.com/embed/COsJUfPN2dA,June,"['Alizarin Crimson','Black Gesso','Bright Red','Cadmium Yellow','Dark Sienna','Indian Yellow','Midnight Black','Phthalo Blue','Sap Green','Titanium White','Van Dyke Brown','Yellow Ochre']","['Bushes','Deciduous','Framed','Grass','Oval Frame','Path','Tree','Trees']"
S15E11,Pathway to Autumn,https://www.youtube.com/embed/Hg5RKc6xiL4,July,"['Alizarin Crimson','Bright Red','Cadmium Yellow','Dark Sienna','Indian Yellow','Midnight Black','Phthalo Blue','Prussian Blue','Sap Green','Titanium White','Van Dyke Brown','Yellow Ochre']","['Cabin','Deciduous','Grass','Path','Structure','Tree','Trees']"
S15E12,Deep Forest Lake,https://www.youtube.com/embed/2bjFmSQjQrw,July,"['Alizarin Crimson','Black Gesso','Bright Red','Cadmium Yellow','Dark Sienna','Indian Yellow','Midnight Black','Phthalo Blue','Prussian Blue','Sap Green','Titanium White','Van Dyke Brown','Yellow Ochre']","['Deciduous','Lake','Rocks','Tree','Trees']"
S15E13,Peaks of Majesty,https://www.youtube.com/embed/lTb8DN6G6dE,July,"['Alizarin Crimson','Cadmium Yellow','Dark Sienna','Indian Yellow','Midnight Black','Phthalo Blue','Prussian Blue','Sap Green','Titanium White','Van Dyke Brown','Yellow Ochre']","['Cirrus','Clouds','Conifer','Grass','Lake','Mountain','Mountains','Tree','Trees']"
